Overall_Portfolio_Delta,Overall_Portfolio_Vega,Overall_Portfolio_Theta,Overall_Portfolio_Gamma,Portfolio_Running_Balance
65.7252625474975,41.79245572797646,-1758.450884103761,186.9336362891713,82606287.10000001
66.72526125740109,41.792712449272415,-1749.8921717584576,186.93364220088685,82606287.10000001
67.72526148652463,41.79266507378435,-1745.812041692403,186.93363765341334,82606287.10000001
67.72526148652463,41.79266507378435,-1745.812041692403,186.93363765341334,82606287.10000001
68.7252592054428,41.79332050946306,-1737.1404657963926,186.93364583886566,82606287.10000001
69.72525930940762,41.79330852282475,-1727.7464969905323,186.93364583885364,82606287.10000001
70.7252614631129,41.79378551341471,-1718.2984864791374,186.93365038632714,82606287.10000001
71.72525989134598,41.79322449351786,-1708.4538174813188,186.93364674834834,82606287.10000001
72.72526003302161,41.79376772356192,-1703.7875209196586,186.9336472030957,82606287.10000001
73.725262425924,41.79418867272545,-1694.3935521137983,186.9336481125904,82606287.10000001
74.72526472915021,41.794287022481164,-1685.0640401108888,186.93364447461158,82606287.10000001
75.72526594252892,41.791871924966124,-1675.4470210844158,186.93364356511688,82606287.10000001
76.72526449472613,41.791417085483424,-1665.658362186448,186.93364356511688,82606287.10000001
77.72526475540914,41.7915376804791,-1660.1952794743672,186.93364129138013,82606287.10000001
78.7252651155454,41.79141548422705,-1655.414238112522,186.93363947239072,82606287.10000001
79.72526531561059,41.79134706257684,-1650.519379177059,186.9336472030957,82606287.10000001
80.72526437075837,41.79095142365042,-1640.786898790132,186.9336481125904,82606287.10000001
81.72526413435705,41.790989701963206,-1635.6663227773424,186.933655388548,82606287.10000001
82.72526318950483,41.790594063036785,-1625.9338423904155,186.9336562980427,82606287.10000001
83.72526300926481,41.790741413774974,-1620.699502164326,186.9336572075374,82606287.10000001
84.72526419845096,41.79037210281023,-1611.0233091032205,186.9336562980427,82606287.10000001
85.72526510778559,41.790341556975925,-1601.4631296550608,186.9336581170321,82606287.10000001
86.72526464264635,41.79059372388621,-1595.8858556858563,186.93366766672648,82606287.10000001
87.72526585602506,41.78817862637117,-1586.2688366593834,186.93366675723178,82606287.10000001
88.72526612789486,41.788172453767054,-1580.919844896609,186.93366721197913,82606287.10000001
89.72526627034355,41.78793322364583,-1574.3180389907304,186.93366266450562,82606287.10000001
90.72526855092335,41.78664376406743,-1565.6653995227127,186.93358535745597,82606287.10000001
91.7252684349846,41.78688710701464,-1558.723708756466,186.9335830837192,82606287.10000001
92.72526831904585,41.78713044996186,-1551.7820179902194,186.93358080998246,82606287.10000001
93.72526648338905,41.786980098573274,-1543.9268585389643,196.94931117772308,82606287.10000001
94.72526645685363,41.786896837198235,-1536.189416562425,196.9493193631754,82606287.10000001
95.72526656806119,41.78658919261181,-1528.220200879182,196.94932436539625,82606287.10000001
96.72526381804389,41.786795637222546,-1519.3972234420025,196.94932436539625,82606287.10000001
97.72526198238708,41.78664528583396,-1511.5420639907475,206.96505473313687,82606287.10000001
98.72526209359464,41.786337641247535,-1503.572848307504,206.96505973535773,82606287.10000001
99.72525934357733,41.786544085858274,-1494.7498708703247,206.96505973535773,82606287.10000001
100.72525952213297,41.78709435725579,-1486.438340697947,206.9650674660627,82606287.10000001
101.72525938814076,41.78823536983656,-1477.671220255716,206.9650683755574,82606287.10000001
101.72525938814076,41.78823536983656,-1477.671220255716,206.9650683755574,82606287.10000001
102.72525781637384,41.787674349939714,-1467.8265512578973,206.9650647375786,82606287.10000001
103.72525799492948,41.78822462133723,-1459.5150210855197,206.96507246828355,82606287.10000001
104.72525794506552,41.788592956004884,-1450.981631487453,206.9650656470733,82606287.10000001
105.72525837987129,41.78829388558881,-1442.3864584853568,206.96506109959978,82606287.10000001
106.72525824587908,41.78943489816958,-1433.619338043126,206.96506200909448,82606287.10000001
107.72525819601512,41.78980323283724,-1425.0859484450593,206.96505518788422,82606287.10000001
107.72525819601512,41.78980323283724,-1425.0859484450593,206.96505518788422,82606287.10000001
107.72525819601512,41.78980323283724,-1425.0859484450593,206.96505518788422,82606287.10000001
108.72525825051568,41.78963268839254,-1416.2084118939033,206.96505882586303,82606287.10000001
109.7252581960133,41.78854591612036,-1407.274459106798,206.9650647375786,82606287.10000001
110.72525814151092,41.78745914384819,-1398.3405063196928,206.96507064929415,82606287.10000001
111.72525828395962,41.787219913726965,-1391.7387004138143,206.96506610182064,82606287.10000001
112.72525822154464,41.78746091095092,-1384.6796246682534,206.96505791636832,82606287.10000001
113.72526015447008,41.78706809354991,-1375.3974004990816,206.96505791636832,82606287.10000001
114.72526002284255,41.78728489675961,-1368.568211847824,206.96505791636832,82606287.10000001
115.72525997916316,41.78683830384727,-1361.3967682103296,206.96505609737892,82606287.10000001
116.72525998182252,41.78642972690397,-1352.6898781030313,206.9650460929372,82606287.10000001
117.72526530857292,41.78692637422102,-1343.5277214030534,206.9650442739478,82606287.10000001
117.72526530857292,41.78692637422102,-1343.5277214030534,206.9650442739478,82606287.10000001
118.72526517694538,41.787143177430714,-1336.6985327517957,206.9650442739478,82606287.10000001
119.7252709045101,41.78757956331139,-1327.591349690429,206.965040635969,82606287.10000001
120.72527663207481,41.788015949192065,-1318.4841666290624,206.96503699799018,82606287.10000001
121.72528125855976,41.78821227340051,-1309.4372647037321,206.96503563374813,82606287.10000001
122.72528588504471,41.78840859760896,-1300.390362778402,206.96503426950608,82606287.10000001
123.72528730769815,41.78837423958213,-1292.8798903425761,206.9650388169796,82606287.10000001
124.7252867130014,41.78921542813952,-1283.8901438796527,206.9650388169796,82606287.10000001
125.72528611830464,41.79005661669691,-1274.9003974167292,206.9650388169796,82606287.10000001
126.72528602869576,41.790336391000544,-1267.4991567201805,206.96503199576932,82606287.10000001
127.72528586050655,41.79077268729599,-1259.8727904287905,206.96503290526402,82606287.10000001
128.72528577089767,41.79105246159963,-1252.4715497322418,206.96502608405376,82606287.10000001
128.72528577089767,41.79105246159963,-1252.4715497322418,206.96502608405376,82606287.10000001
128.72528577089767,41.79105246159963,-1252.4715497322418,206.96502608405376,82606287.10000001
129.72528634890338,41.79057182912003,-1242.5154417521126,206.96501789860145,82606287.10000001
129.72528634890338,41.79057182912003,-1242.5154417521126,206.96501789860145,82606287.10000001
129.72528634890338,41.79057182912003,-1242.5154417521126,206.96501789860145,82606287.10000001
129.72528634890338,41.79057182912003,-1242.5154417521126,206.96501789860145,82606287.10000001
129.72528634890338,41.79057182912003,-1242.5154417521126,206.96501789860145,82606287.10000001
129.72528634890338,41.79057182912003,-1242.5154417521126,206.96501789860145,82606287.10000001
129.72528634890338,41.79057182912003,-1242.5154417521126,206.96501789860145,82606287.10000001
129.7534589349111,41.78499076399532,-1356.2476420392638,206.96501971759085,82606287.10000001
129.7534589349111,41.78499076399532,-1356.2476420392638,206.96501971759085,82606287.10000001
129.7830559676099,41.77873782812241,-1483.69273038392,206.96501517011734,82606287.10000001
129.8139703814654,41.77207687391785,-1625.5447797252716,206.96501244163323,82606287.10000001
129.8460871187585,41.76524063279941,-1782.4478990862294,206.96501335112794,82606287.10000001
129.8782038560516,41.758404391680976,-1939.3510184471872,206.96501426062264,82606287.10000001
129.8782038560516,41.758404391680976,-1939.3510184471872,206.96501426062264,82606287.10000001
129.8782038560516,41.758404391680976,-1939.3510184471872,206.96501426062264,82606287.10000001
129.91140334324015,41.751626475002574,-2111.8985673485727,206.96501335112794,82606287.10000001
129.94556551738285,41.745957067201395,-2300.63012065059,206.96500971314913,82606287.10000001
129.97972769152554,41.74028765940022,-2489.3616739526074,206.96500607517032,82606287.10000001
129.97972769152554,41.74028765940022,-2489.3616739526074,206.96500607517032,82606287.10000001
130.01475314057686,41.75231380115803,-2694.78152919885,206.96500880365443,82606287.10000001
130.04977858962818,41.764339942915846,-2900.2013844450926,206.96501153213853,82606287.10000001
130.04977858962818,41.764339942915846,-2900.2013844450926,206.96501153213853,82606287.10000001
130.0859333893554,42.031392226295445,-3123.0974177106027,206.96501335112794,82606287.10000001
130.12208818908263,42.29844450967504,-3345.993450976113,206.96501517011734,82606287.10000001
130.12208818908263,42.29844450967504,-3345.993450976113,206.96501517011734,82606287.10000001
130.16483937889504,45.1635441904051,-3590.814132159855,206.96503063152727,82606287.10000001
130.20759056870745,48.02864387113515,-3835.6348133435968,206.9650460929372,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
130.24079005589599,48.02186595445675,-4008.1823622449824,206.9650451834425,82606287.10000001
131.2407887347858,48.02131730487019,-3998.2819308433245,206.9650488214213,82606287.10000001
131.34428300790248,62.1552362705421,-4287.463278530951,206.9651434088703,82606287.10000001
131.7300441061802,69.65228165383962,-4601.754096755021,206.96522253490934,82606287.10000001
132.7300428563744,69.65283093125038,-4590.825976825863,206.96522253490934,82606287.10000001
132.7300428563744,69.65283093125038,-4590.825976825863,206.96522253490934,82606287.10000001
133.73004151907523,69.65182167125533,-4580.016295855951,206.96522344440405,82606287.10000001
134.73004018177605,69.65081241126029,-4569.2066148860395,206.96522435389875,82606287.10000001
135.73004315084333,69.64972055886903,-4558.449231929294,206.96522162541464,82606287.10000001
135.73004315084333,69.64972055886903,-4558.449231929294,206.96522162541464,82606287.10000001
136.73004603832894,69.64881334899985,-4547.750756824301,206.96522435389875,82606287.10000001
136.73004603832894,69.64881334899985,-4547.750756824301,206.96522435389875,82606287.10000001
137.73004892581454,69.64790613913067,-4537.052281719308,206.96522708238285,82606287.10000001
138.73005098666042,69.64739763818727,-4526.409895605338,206.96522708238285,82606287.10000001
138.73005098666042,69.64739763818727,-4526.409895605338,206.96522708238285,82606287.10000001
139.73005167908056,69.64743675300781,-4515.8242074249365,206.96523072036166,82606287.10000001
139.73005167908056,69.64743675300781,-4515.8242074249365,206.96523072036166,82606287.10000001
140.73005078388675,69.64804256369973,-4505.295804410845,206.96522981086696,82606287.10000001
141.73004847179115,69.64905172928923,-4494.824996554885,206.96522708238285,82606287.10000001
142.73004524265204,69.65025280053453,-4484.412868648049,206.96522435389875,82606287.10000001
143.73004201351293,69.65145387177984,-4474.000740741213,206.96522162541464,82606287.10000001
144.73003851234395,69.6526137939378,-4463.643337684726,206.96522162541464,82606287.10000001
145.73003534432289,69.65358002310097,-4453.345076178721,206.96522890137226,82606287.10000001
146.73003295455644,69.65417436797509,-4443.103852284195,206.96522617288815,82606287.10000001
147.73003056478998,69.6547687128492,-4432.86262838967,206.96522344440405,82606287.10000001
148.7300306191996,69.65475034196572,-4422.732761664314,206.96522162541464,82606287.10000001
149.7300306736092,69.65473197108224,-4412.602894938958,206.96521980642524,82606287.10000001
150.73003055621527,69.65445758344288,-4402.533640571911,206.96522071591994,82606287.10000001
151.73003016360823,69.65403316855884,-4392.5217703846,206.96521616844643,82606287.10000001
152.73003074161394,69.65355253607925,-4382.565662404471,206.96520798299412,82606287.10000001
152.73003074161394,69.65355253607925,-4382.565662404471,206.96520798299412,82606287.10000001
152.8335250147306,83.78747150175116,-4671.747010092098,206.9653025704431,82606287.10000001
153.8335213033774,83.78948157080742,-4660.764986891172,206.9653034799378,82606287.10000001
153.8335213033774,83.78948157080742,-4660.764986891172,206.9653034799378,82606287.10000001
154.21928240165514,91.28652695410494,-4975.055805115242,206.96538260597686,82606287.10000001
154.21928240165514,91.28652695410494,-4975.055805115242,206.96538260597686,82606287.10000001
155.03266185068284,72.7061852568346,-5125.855516411485,206.9652470912663,82606287.10000001
155.84604129971055,54.12584355956426,-5276.655227707728,206.96511157655573,82606287.10000001
156.83005695581457,48.58364610947831,-5286.090814587853,206.96506610182064,82606287.10000001
157.82916932147643,48.3832521088749,-5276.060579279297,206.96506155434713,82606287.10000001
158.8282816871383,48.18285810827149,-5266.03034397074,206.96505700687362,82606287.10000001
158.8282816871383,48.18285810827149,-5266.03034397074,206.96505700687362,82606287.10000001
159.8277980866355,48.17962055351529,-5255.283220572365,206.96506155434713,82606287.10000001
160.82731448613274,48.176382998759095,-5244.53609717399,206.96506610182064,82606287.10000001
161.82696401455402,48.1747772369323,-5233.576078942982,151.78065379803252,82606287.10000001
162.8266135429753,48.173171475105505,-5222.616060711975,96.5962414942444,82606287.10000001
163.8266068282887,48.17342996141235,-5211.581916315547,96.5962414942444,82606287.10000001
164.82643047510507,48.17249235441125,-5200.397778696631,96.5962433132338,82606287.10000001
165.8263081923819,48.171791167374636,-5189.170108678518,96.5962424037391,82606287.10000001
166.8262246485851,48.17130798730943,-5177.929192448991,96.5962433132338,82606287.10000001
167.82614110478832,48.17082480724423,-5166.688276219464,96.5962442227285,82606287.10000001
167.82614110478832,48.17082480724423,-5166.688276219464,96.5962442227285,82606287.10000001
168.82608480090354,48.17054189381963,-5155.456046547634,96.5962414942444,82606287.10000001
169.82604727626537,48.17045742413541,-5144.248053111288,96.59623967525499,82606287.10000001
170.8260097516272,48.17037295445118,-5133.040059674941,96.59623785626559,82606287.10000001
171.8259849265364,48.17188298304757,-5121.86703109187,96.59623330879208,82606287.10000001
171.8259849265364,48.17188298304757,-5121.86703109187,96.59623330879208,82606287.10000001
172.8259685727521,48.1721444502233,-5110.736140640412,96.59623694677089,82606287.10000001
173.82595789503327,48.17247446983458,-5099.65207576027,96.59623694677089,82606287.10000001
174.82594721731445,48.172804489445866,-5088.568010880129,96.59623694677089,82606287.10000001
175.82577086413082,48.17186688244476,-5077.383873261213,96.59623876576029,82606287.10000001
176.8257707000798,48.17289922768907,-5075.108060891157,96.59623785626559,82606287.10000001
