Unnamed: 0,Instrument,CF_DATE,EXPIR_DATE,PUTCALLIND,STRIKE_PRC,CF_CLOSE_x,IMP_VOLT,CF_CLOSE_y,DELTA,VEGA,THETA,GAMMA,DELTA_HEDGE,VEGA_HEDGE,THETA_HEDGE,GAMMA_HEDGE,Price_Change,Price_Change_Abs,Volatility_Change,SHADOW_DELTA_ADJUSTED,Shadow_Delta_Adjusted_Transaction_Value,Shadow_Delta_Adjusted_Daily_Buy_Transaction_Cost,Shadow_Delta_Adjusted_Daily_Sell_Transaction_Cost,Shadow_Delta_Adjusted_Total_Cost/Revenue,Adjusted_Shadow_Delta_Combined_Running_Balance
371,/GDAX175000F0.EX,2019-05-14,2020-06-19,CALL,17500.0,0.1,47.07,11991.62,,,0.0,,,,,,,,0.0,,,,,,
374,/GDAX180000R0.EX,2019-07-18,2020-06-19,PUT ,18000.0,7689.0,65.37,12227.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236.2299999999996,236.2299999999996,18.300000000000004,289.0,-2222121.0,0.0,1666590.75,-3888711.75,10000.0
332,/GDAX142500R0.EX,2019-11-20,2020-06-19,PUT ,14250.0,3936.3,37.81,13158.14,0.0794575209232388,1.81492506139682e-06,-55.34543913854395,2.814464450070556e-07,73.91853713967976,0.0016884066353668,-51487.308576196,0.0002618268133256,930.289999999999,930.289999999999,-27.560000000000002,129.0,-507782.7,0.0,380837.025,-888619.7250000001,10000.0
358,/GDAX149000R0.EX,2020-01-15,2020-06-19,PUT ,14900.0,4586.7,42.77,13432.3,0.0072408263262064,0.0,0.0,3.5990948498079986e-07,1.985144945592765,0.0,0.0,9.867278440233605e-05,274.15999999999985,274.15999999999985,4.960000000000001,75.0,-344002.5,0.0,258001.875,-602004.375,10000.0
348,/GDAX146500R0.EX,2020-01-20,2020-06-19,PUT ,14650.0,4336.5,40.93,13548.94,0.060615129885599,0.0007125346907045,-55.430443254107786,-1.2708518836419068e-06,7.070148749856344,0.0831100463237817,-6465.406901159201,-0.0001482321637079,116.64000000000124,116.64000000000124,-1.8400000000000034,62.0,-268863.0,0.0,201647.25,-470510.25,10000.0
367,/GDAX165000F0.EX,2020-02-12,2020-06-19,CALL,16500.0,0.1,42.11,13749.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.84000000000012,200.84000000000012,1.1799999999999997,138.0,-13.8,0.0,10.350000000000001,-24.150000000000002,10000.0
308,/GDAX136500R0.EX,2020-02-13,2020-06-19,PUT ,13650.0,3336.0,33.34,13745.43,0.4752167872463182,0.1751758433907044,-305.8294608236906,3.010590469543911e-06,-2.067193024521657,-0.7620149187496281,1330.3581545831655,-1.3096068542517109e-05,-4.350000000000364,4.350000000000364,-8.769999999999996,0.0,0.0,0.0,0.0,0.0,10000.0
338,/GDAX144000R0.EX,2020-02-14,2020-06-19,PUT ,14400.0,4086.4,39.05,13744.21,0.0901318585784514,1.172674772577711,-125.69877992681177,-5.759246246233564e-08,-0.1099608674658156,-1.4306632225461724,153.3525115108567,7.026280420411652e-08,-1.2200000000011642,1.2200000000011642,5.709999999999994,25.0,-102160.0,0.0,76620.0,-178780.0,10000.0
342,/GDAX145000R0.EX,2020-02-21,2020-06-19,PUT ,14500.0,4186.4,39.72,13579.33,0.0641141077757091,0.0002762575395163,-77.42324620886461,-4.849494231045293e-07,-10.571134090058877,-0.0455493431154536,12765.544834917537,7.99584608814744e-05,-164.8799999999992,164.8799999999992,0.6700000000000017,35.0,-146524.0,0.0,109893.0,-256417.0,10000.0
13,/GDAX44000F0.EX,2020-02-26,2020-06-19,CALL,4400.0,5922.7,107.54,12774.88,1.0000000033711134,-1.4884907643370797e-07,3.8627287654555857,-1.1270031867953862e-14,-804.4500027118929,0.000119741639537,-3107.3721553707487,9.066177136175491e-12,-804.4500000000007,804.4500000000007,67.82000000000001,-1223.0,7243462.1,5432596.574999999,0.0,1810865.5250000004,1820865.5250000004
373,/GDAX180000F0.EX,2020-02-27,2020-06-19,CALL,18000.0,0.1,49.42,12367.46,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-407.4200000000001,407.4200000000001,-58.120000000000005,282.0,-28.200000000000003,0.0,21.150000000000002,-49.35000000000001,1820865.5250000004
366,/GDAX160000R0.EX,2020-02-28,2020-06-19,PUT ,16000.0,5687.5,51.09,11890.35,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-477.1099999999988,477.1099999999988,1.6700000000000017,205.0,-1165937.5,0.0,874453.125,-2040390.625,1820865.5250000004
377,/GDAX190000F0.EX,2020-02-28,2020-06-19,CALL,19000.0,0.1,53.91,11890.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.819999999999993,355.0,-35.5,0.0,26.625,-62.125,1820865.5250000004
375,/GDAX185000F0.EX,2020-02-28,2020-06-19,CALL,18500.0,0.1,51.7,11890.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.2099999999999937,330.0,-33.0,0.0,24.75,-57.75,1820865.5250000004
369,/GDAX170000F0.EX,2020-03-02,2020-06-19,CALL,17000.0,0.1,44.63,11857.87,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-32.47999999999956,32.47999999999956,-7.07,257.0,-25.700000000000003,0.0,19.275000000000002,-44.97500000000001,1820865.5250000004
326,/GDAX141000R0.EX,2020-03-04,2020-06-19,PUT ,14100.0,3786.2,36.56,12127.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.8199999999997,269.8199999999997,-8.07,99.0,-374833.8,0.0,281125.35,-655959.1499999999,1820865.5250000004
334,/GDAX143000R0.EX,2020-03-05,2020-06-19,PUT ,14300.0,3986.3,38.15,11944.72,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-182.9700000000012,182.9700000000012,1.5899999999999963,118.0,-470383.4,0.0,352787.55000000005,-823170.9500000001,1820865.5250000004
319,/GDAX139500F0.EX,2020-03-06,2020-06-19,CALL,13950.0,0.4,31.38,11541.87,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-402.84999999999854,402.84999999999854,-6.77,120.0,-48.0,0.0,36.0,-84.0,1820865.5250000004
316,/GDAX138500R0.EX,2020-03-09,2020-06-19,PUT ,13850.0,3536.1,34.8,10625.02,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-916.8500000000004,916.8500000000004,3.419999999999998,161.0,-569312.1,0.0,426984.07499999995,-996296.1749999999,1820865.5250000004
320,/GDAX139500R0.EX,2020-03-09,2020-06-19,PUT ,13950.0,3636.1,35.52,10625.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.720000000000006,166.0,-603592.6,0.0,452694.44999999995,-1056287.0499999998,1820865.5250000004
5,/GDAX40000F0.EX,2020-03-09,2020-06-19,CALL,4000.0,6322.5,118.17,10625.02,0.9999999835599738,5.848614819115028e-05,3.620396259320046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.65,-331.0,2092747.5,1569560.625,0.0,523186.875,2344052.4000000004
252,/GDAX122500R0.EX,2020-03-11,2020-06-19,PUT ,12250.0,1938.1,24.4,10438.68,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-186.34000000000012,186.34000000000012,-93.77000000000001,91.0,-176367.1,0.0,132275.325,-308642.42500000005,2344052.4000000004
260,/GDAX124500R0.EX,2020-03-11,2020-06-19,PUT ,12450.0,2137.0,25.37,10438.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9700000000000024,101.0,-215837.0,0.0,161877.75,-377714.75,2344052.4000000004
295,/GDAX133500F0.EX,2020-03-12,2020-06-19,CALL,13350.0,0.7,28.88,9161.13,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-1277.550000000001,1277.550000000001,3.509999999999998,209.0,-146.29999999999998,0.0,109.725,-256.025,2344052.4000000004
248,/GDAX121500R0.EX,2020-03-12,2020-06-19,PUT ,12150.0,1839.0,24.0,9161.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.879999999999999,149.0,-274011.0,0.0,205508.25,-479519.25,2344052.4000000004
343,/GDAX145500F0.EX,2020-03-12,2020-06-19,CALL,14550.0,0.2,34.0,9161.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,269.0,-53.800000000000004,0.0,40.35,-94.15,2344052.4000000004
346,/GDAX146000R0.EX,2020-03-12,2020-06-19,PUT ,14600.0,4286.5,40.6,9161.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.600000000000001,272.0,-1165928.0,0.0,874446.0,-2040374.0,2344052.4000000004
323,/GDAX140500F0.EX,2020-03-13,2020-06-19,CALL,14050.0,0.3,32.08,9232.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.95000000000073,70.95000000000073,-8.520000000000003,241.0,-72.3,0.0,54.224999999999994,-126.52499999999999,2344052.4000000004
339,/GDAX144500F0.EX,2020-03-13,2020-06-19,CALL,14450.0,0.3,33.36,9232.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2800000000000011,261.0,-78.3,0.0,58.724999999999994,-137.02499999999998,2344052.4000000004
65,/GDAX76000F0.EX,2020-03-16,2020-06-19,CALL,7600.0,2755.2,59.48,8742.25,0.9999984399522068,-1.6141616251303573e-06,7.011974243161717,-1.0623146851360624e-08,-489.8292358417893,0.0007906647888376,-3434.675343527904,5.203536022201974e-06,-489.8299999999999,489.8299999999999,26.119999999999997,-547.0,1507094.4,1130320.7999999998,0.0,376773.6000000001,2720826.0000000005
15,/GDAX45000F0.EX,2020-03-16,2020-06-19,CALL,4500.0,5822.8,105.36,8742.25,1.0000000062518666,3.723857844306622e-05,4.151868514660691,-1.8189894035458565e-06,0.0,0.0,0.0,-0.0,0.0,0.0,45.88,-212.0,1234433.6,925825.2000000001,0.0,308608.4,3029434.4000000004
3,/GDAX36000F0.EX,2020-03-17,2020-06-19,CALL,3600.0,6722.5,130.77,8939.1,1.0000000030344758,3.9032525613430585e-08,3.3308193794185854,-2.565755037952637e-13,196.85000059733693,7.683552667003823e-06,655.6717948385498,-5.050688792209775e-11,196.8500000000004,196.8500000000004,25.41000000000001,-70.0,470575.0,352931.25,0.0,117643.75,3147078.1500000004
351,/GDAX147500F0.EX,2020-03-17,2020-06-19,CALL,14750.0,0.2,35.27,8939.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-95.5,291.0,-58.2,0.0,43.650000000000006,-101.85000000000001,3147078.1500000004
327,/GDAX141500F0.EX,2020-03-17,2020-06-19,CALL,14150.0,0.3,32.15,8939.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.1200000000000045,261.0,-78.3,0.0,58.724999999999994,-137.02499999999998,3147078.1500000004
310,/GDAX137000R0.EX,2020-03-18,2020-06-19,PUT ,13700.0,3386.1,33.71,8441.71,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-497.3900000000013,497.3900000000013,1.5600000000000023,263.0,-890544.2999999999,0.0,667908.225,-1558452.525,3147078.1500000004
41,/GDAX64000F0.EX,2020-03-18,2020-06-19,CALL,6400.0,3931.1,72.32,8441.71,1.0000000527270458,-0.0002808099452522,5.938402777355691,3.637978807091713e-06,0.0,-0.0,0.0,0.0,0.0,0.0,38.60999999999999,-102.0,400972.2,300729.15,0.0,100243.04999999999,3247321.2
93,/GDAX83000F0.EX,2020-03-19,2020-06-19,CALL,8300.0,2086.8,52.32,8610.43,0.9826781818244223,-5.555303632735489e-06,6.546474612070824,-7.620523105443289e-06,165.7974628374177,-0.0009372908289151,1104.5211965485971,-0.0012857346583504,168.72000000000116,168.72000000000116,-19.999999999999993,150.0,-313020.0,0.0,234765.0,-547785.0,3247321.2
59,/GDAX74000F0.EX,2020-03-19,2020-06-19,CALL,7400.0,2949.1,61.53,8610.43,1.0000000148465915,-0.0001430919382983,6.885997099604424,-2.2737367544323206e-06,0.0,-0.0,0.0,-0.0,0.0,0.0,9.21,-61.0,179895.1,134921.325,0.0,44973.774999999994,3292294.975
29,/GDAX56000F0.EX,2020-03-19,2020-06-19,CALL,5600.0,4725.4,83.6,8610.43,1.0000000071158863,-0.0001018653620121,5.210973858747025,-4.547473508864641e-06,0.0,-0.0,0.0,-0.0,0.0,0.0,22.069999999999993,-151.0,713535.3999999999,535151.5499999999,0.0,178383.84999999998,3470678.825
272,/GDAX127500R0.EX,2020-03-19,2020-06-19,PUT ,12750.0,2436.3,27.19,8610.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-56.41,207.0,-504314.10000000003,0.0,378235.575,-882549.675,3470678.825
365,/GDAX160000F0.EX,2020-03-20,2020-06-19,CALL,16000.0,0.1,39.5,8928.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.52000000000044,318.52000000000044,12.309999999999999,354.0,-35.4,0.0,26.549999999999997,-61.949999999999996,3470678.825
115,/GDAX88500F0.EX,2020-03-23,2020-06-19,CALL,8850.0,1582.0,46.87,8741.15,0.1872179947706802,0.0001020386510887,-176.06257241230105,8.116889391808356e-06,-35.15953941793396,-0.0191628586744627,33064.55109903033,-0.0015243518277816,-187.8000000000011,187.8000000000011,7.369999999999997,-30.0,47460.0,35595.0,0.0,11865.0,3482543.825
311,/GDAX137500F0.EX,2020-03-24,2020-06-19,CALL,13750.0,0.5,30.45,9700.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,959.42,959.42,-16.419999999999998,202.0,-101.0,0.0,75.75,-176.75,3482543.825
306,/GDAX136000R0.EX,2020-03-24,2020-06-19,PUT ,13600.0,3286.0,32.97,9700.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5199999999999996,195.0,-640770.0,0.0,480577.5,-1121347.5,3482543.825
131,/GDAX92500F0.EX,2020-03-24,2020-06-19,CALL,9250.0,1231.7,43.07,9700.57,0.9997283296797832,-0.0199163828256132,8.473163154774284,1.8189894035458565e-06,0.0,-0.0,0.0,0.0,0.0,0.0,10.100000000000001,-23.0,28329.100000000002,21246.825,0.0,7082.2750000000015,3489626.1
113,/GDAX88000F0.EX,2020-03-24,2020-06-19,CALL,8800.0,1626.9,47.35,9700.57,0.9999966002396832,-0.0004212522981106,8.306449809217611,1.8189894035458565e-06,0.0,-0.0,0.0,0.0,0.0,0.0,4.280000000000001,-45.0,73210.5,54907.875,0.0,18302.625,3507928.725
355,/GDAX148500F0.EX,2020-03-24,2020-06-19,CALL,14850.0,0.2,34.79,9700.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.560000000000002,257.0,-51.400000000000006,0.0,38.550000000000004,-89.95000000000002,3507928.725
359,/GDAX149500F0.EX,2020-03-27,2020-06-19,CALL,14950.0,0.2,35.4,9632.52,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-68.04999999999927,68.04999999999927,0.6099999999999994,266.0,-53.2,0.0,39.900000000000006,-93.10000000000001,3507928.725
95,/GDAX83500F0.EX,2020-03-27,2020-06-19,CALL,8350.0,2040.0,51.81,9632.52,0.9999999305364328,0.0003922480573237,7.956534364096569,6.366462912410498e-06,0.0,0.0,0.0,0.0,0.0,0.0,16.410000000000004,-64.0,130560.0,97920.0,0.0,32640.0,3540568.725
105,/GDAX86000F0.EX,2020-03-30,2020-06-19,CALL,8600.0,1808.6,49.29,9815.97,0.999999888879048,-1.6258988936588103e-05,8.270883786712147,-2.3739195509966943e-11,183.44997961486024,-0.002982711520417,1517.2936306723343,-4.3549554163034096e-09,183.4499999999989,183.4499999999989,-2.520000000000003,123.0,-222457.8,0.0,166843.34999999998,-389301.14999999997,3540568.725
312,/GDAX137500R0.EX,2020-04-01,2020-06-19,PUT ,13750.0,3436.1,34.08,9544.75,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-271.21999999999935,271.21999999999935,-15.21,210.0,-721581.0,0.0,541185.75,-1262766.75,3540568.725
147,/GDAX96500F0.EX,2020-04-02,2020-06-19,CALL,9650.0,903.3,39.27,9570.82,0.1228914690532133,0.0037088023801674,-216.97318099127392,2.062335870323416e-05,3.203780598217236,0.0966884780509644,-5656.490828442448,0.0005376509613933,26.06999999999971,26.06999999999971,5.190000000000005,8.0,-7226.4,0.0,5419.799999999999,-12646.199999999999,3540568.725
353,/GDAX148000F0.EX,2020-04-02,2020-06-19,CALL,14800.0,0.2,34.49,9570.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.780000000000001,261.0,-52.2,0.0,39.150000000000006,-91.35000000000001,3540568.725
163,/GDAX100500F0.EX,2020-04-03,2020-06-19,CALL,10050.0,607.2,35.45,9525.77,0.0534711515220218,0.0013862180300418,-77.75126207925405,-7.52617027333473e-08,-2.4088753760670443,-0.0624491222533833,3502.694356670338,3.3905397081372405e-06,-45.04999999999927,45.04999999999927,0.9600000000000009,24.0,-14572.800000000001,0.0,10929.6,-25502.4,3540568.725
250,/GDAX122000R0.EX,2020-04-06,2020-06-19,PUT ,12200.0,1888.5,24.19,10075.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,549.3999999999996,549.3999999999996,-11.260000000000002,106.0,-200181.0,0.0,150135.75,-350316.75,3540568.725
119,/GDAX89500F0.EX,2020-04-06,2020-06-19,CALL,8950.0,1492.9,45.91,10075.17,1.0000002376727934,-0.0001818435521272,8.80311552530361,-9.094947017729282e-07,0.0,-0.0,0.0,-0.0,0.0,0.0,21.719999999999995,-56.0,83602.40000000001,62701.8,0.0,20900.600000000006,3561469.325
14,/GDAX44000R0.EX,2020-04-07,2020-06-19,PUT ,4400.0,1.2,92.7,10356.7,0.9999999934344888,-1.4331752576628395e-06,4.341758354712283,2.861546425963028e-13,281.5299981516123,-0.0004034818302898,1222.335229602152,8.056111653013729e-11,281.53000000000065,281.53000000000065,46.790000000000006,-16.0,19.2,14.399999999999999,0.0,4.800000000000001,3561474.125
27,/GDAX55000F0.EX,2020-04-08,2020-06-19,CALL,5500.0,4825.0,85.14,10332.89,1.0000000473609338,0.0001906874088577,5.4453169838300255,-1.1700907110263539e-10,-23.810001127665146,-0.0045402672049021,-129.65299738500005,2.785985982953901e-09,-23.81000000000131,23.81000000000131,-7.560000000000002,-265.0,1278625.0,958968.75,0.0,319656.25,3881130.375
49,/GDAX68000F0.EX,2020-04-08,2020-06-19,CALL,6800.0,3536.3,67.59,10332.89,0.9992922038236428,-0.0013119491086399,6.730252753958325,7.087669473548885,0.0,-0.0,0.0,0.0,0.0,0.0,-17.549999999999997,-177.0,625925.1,469443.82499999995,0.0,156481.27500000002,4037611.65
314,/GDAX138000R0.EX,2020-04-09,2020-06-19,PUT ,13800.0,3486.1,34.44,10564.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.8500000000004,231.8500000000004,-33.150000000000006,162.0,-564748.2,0.0,423561.14999999997,-988309.3499999999,4037611.65
143,/GDAX95500F0.EX,2020-04-14,2020-06-19,CALL,9550.0,982.9,40.22,10696.56,0.9999995482336832,0.0003193786602003,9.648565575530029,-5.263939509997038e-11,131.81994044816383,0.0421004949876078,1271.8739141663657,-6.93892506207808e-09,131.8199999999997,131.8199999999997,5.780000000000001,75.0,-73717.5,0.0,55288.125,-129005.625,4037611.65
73,/GDAX78000F0.EX,2020-04-14,2020-06-19,CALL,7800.0,2562.2,57.39,10696.56,0.9999999765568646,-1.5731666280771606e-05,7.88068083608357,1.0459189070388676e-05,0.0,-0.0,0.0,0.0,0.0,0.0,17.17,-145.0,371519.0,278639.25,0.0,92879.75,4130491.4
303,/GDAX135500F0.EX,2020-04-15,2020-06-19,CALL,13550.0,0.6,29.78,10279.76,0.0,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-416.7999999999993,416.7999999999993,-27.61,164.0,-98.39999999999999,0.0,73.8,-172.2,4130491.4
135,/GDAX93500F0.EX,2020-04-15,2020-06-19,CALL,9350.0,1147.1,42.14,10279.76,0.9999975715800248,-0.0001323037395195,9.479988122979876,-5.4569682106375694e-06,0.0,-0.0,0.0,-0.0,0.0,0.0,12.36,-46.0,52766.6,39574.95,0.0,13191.650000000001,4143683.05
349,/GDAX147000F0.EX,2020-04-16,2020-06-19,CALL,14700.0,0.2,34.96,10301.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.78000000000065,21.78000000000065,-7.18,220.0,-44.0,0.0,33.0,-77.0,4143683.05
256,/GDAX123500R0.EX,2020-04-16,2020-06-19,PUT ,12350.0,2037.4,24.86,10301.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.100000000000001,102.0,-207814.80000000002,0.0,155861.1,-363675.9,4143683.05
345,/GDAX146000F0.EX,2020-04-16,2020-06-19,CALL,14600.0,0.2,34.32,10301.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,215.0,-43.0,0.0,32.25,-75.25,4143683.05
363,/GDAX155000F0.EX,2020-04-17,2020-06-19,CALL,15500.0,0.2,38.64,10625.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,324.2399999999998,324.2399999999998,4.32,244.0,-48.800000000000004,0.0,36.6,-85.4,4143683.05
300,/GDAX134500R0.EX,2020-04-17,2020-06-19,PUT ,13450.0,3136.0,31.84,10625.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.800000000000001,141.0,-442176.0,0.0,331632.0,-773808.0,4143683.05
123,/GDAX90500F0.EX,2020-04-17,2020-06-19,CALL,9050.0,1404.7,44.95,10625.78,1.0000000005675247,-1.1693373380694538e-06,9.240268311824591,-4.547473508864641e-06,0.0,-0.0,0.0,-0.0,0.0,0.0,13.110000000000003,-79.0,110971.3,83228.475,0.0,27742.824999999997,4171425.875
357,/GDAX149000F0.EX,2020-04-20,2020-06-19,CALL,14900.0,0.2,35.09,10675.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.11999999999898,50.11999999999898,-9.86,211.0,-42.2,0.0,31.650000000000002,-73.85000000000001,4171425.875
